PLACE,LATITUDE,LONGITUDE,URL
Zénith de Dijon, 47.316667, 5.066667
Palais des sports de Dijon, 47.316667, 5.066667
Auditorium de Dijon, 47.316667, 5.066667
La Vapeur, 47.316667, 5.066667
Grand Théâtre de Dijon, 47.321389, 5.041667
Parc des Expositions et Palais des Congrès de Dijon, 47.336111, 5.073611
Théâtre des Feuillants, 47.323333, 5.042778
