Th��tre Th�o Argence,L'ascenseur cosmique,1703026800000, 100,Cin� Concert  / Concert illustr�,https://www.petit-bulletin.fr/lyon/agenda-305674-l-ascenseur-cosmique.html
Radiant-Bellevue,Albin de la Simone,1703026800000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-150242-albin-de-la-simone.html
Halle Tony Garnier,Michel Sardou,1703026800000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-227289-michel-sardou.html
Op�ra de Lyon,La Ma�trise chante No�l,1703113200000, 100,Classique & Lyrique ,https://www.petit-bulletin.fr/lyon/agenda-306109-la-maitrise-chante-noel.html
�glise Saint-Luc,Ensemble Spirito,1703113200000, 100,Classique & Lyrique ,https://www.petit-bulletin.fr/lyon/agenda-271243-ensemble-spirito.html
Auditorium de Lyon,No�l baroque,1703199600000, 100,Classique & Lyrique ,https://www.petit-bulletin.fr/lyon/agenda-306553-noel-baroque.html
Le Trokson,Lula Borgia,1703199600000, 100,Clubbing ,https://www.petit-bulletin.fr/lyon/agenda-308097-lula-borgia.html
Halle Tony Garnier,Disney 100 ans,1703286000000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-297804-disney-100-ans.html
Le Trokson,Missing Figures + Youth,1703286000000, 100,Rock & Pop ,https://www.petit-bulletin.fr/lyon/agenda-308098-missing-figures-youth.html
Bourse du Travail,Grease Is The Word,1703804400000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-300056-grease-is-the-word.html
Op�ra de Lyon,Concert du R�veillon,1704063600000, 100,Classique & Lyrique ,https://www.petit-bulletin.fr/lyon/agenda-306110-concert-du-reveillon.html
Espace Monts d'or,Le Choeur Tempose,1704063600000, 100,Jazz  / Gospel,https://www.petit-bulletin.fr/lyon/agenda-291233-le-choeur-tempose.html
Op�ra de Lyon,Elias,1702854000000, 100,Classique & Lyrique  / Op�ra,https://www.petit-bulletin.fr/lyon/agenda-306099-elias.html
Auditorium de Lyon,Hollywood : l��ge d�or,1703890800000, 100,Classique & Lyrique ,https://www.petit-bulletin.fr/lyon/agenda-306554-hollywood-l-age-d-or.html
Halle Tony Garnier,Harry Potter et le Prisonnier d'Azkaban,1704495600000, 100,Cin� Concert ,https://www.petit-bulletin.fr/lyon/agenda-299532-harry-potter-et-le-prisonnier-d-azkaban.html
Transbordeur,Yuzmv,1705100400000, 100,Rap ,https://www.petit-bulletin.fr/lyon/agenda-301587-yuzmv.html
Op�ra de Lyon,Le Tombeau de Couperin + Po�me pour violon et orchestre op. 25 + Rom�o et Juliette,1705186800000, 100,Classique & Lyrique ,https://www.petit-bulletin.fr/lyon/agenda-306105-le-tombeau-de-couperin-poeme-pour-violon-et-orchestre-op-25-romeo-et-juliette.html
Amphith��tre - Salle 3000,One night of Queen,1705273200000, 100,Rock & Pop ,https://www.petit-bulletin.fr/lyon/agenda-299525-one-night-of-queen.html
LDLC Arena,Calogero,1705532400000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-304065-calogero.html
L'InterValle,Thomas Fersen,1705705200000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-262687-thomas-fersen.html
Bourse du Travail,Le Seigneur des Anneaux, le hobbit et les anneaux de pouvoir,1705878000000, 100,Cin� Concert ,https://www.petit-bulletin.fr/lyon/agenda-300062-le-seigneur-des-anneaux-le-hobbit-et-les-anneaux-de-pouvoir.html
� Thou Bout d'Chant,M�gaphone Tour : Couturier, Jaco et Petite Gueule,1706223600000, 100,Rock & Pop ,https://www.petit-bulletin.fr/lyon/agenda-308125-megaphone-tour-couturier-jaco-et-petite-gueule.html
Double Mixte,Born To Rave,1706396400000, 100,Clubbing ,https://www.petit-bulletin.fr/lyon/agenda-297801-born-to-rave.html
LDLC Arena,Shaka Ponk,1675378800000, 100,Rock & Pop ,https://www.petit-bulletin.fr/lyon/agenda-85886-shaka-ponk.html
LDLC Arena,Michel Sardou,1707346800000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-227289-michel-sardou.html
LDLC Arena,Slimane,1713132000000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-302132-slimane.html
Th��tre Cin�ma Jean Carmet,Des ronds et des bulles,1713391200000, 100,Cin� Concert  / Cin�-danse,https://www.petit-bulletin.fr/lyon/agenda-305515-des-ronds-et-des-bulles.html
Amphith��tre - Salle 3000,Manga Symphonic Odyssey,1713996000000, 100,Classique & Lyrique ,https://www.petit-bulletin.fr/lyon/agenda-304787-manga-symphonic-odyssey.html
Transbordeur,FFF,1713996000000, 100,Soul & funk ,https://www.petit-bulletin.fr/lyon/agenda-308160-fff.html
Th��tre La Mouche,Anna Carla Maza,1714514400000, 100,Sono Mondiale ,https://www.petit-bulletin.fr/lyon/agenda-307004-anna-carla-maza.html
LDLC Arena,�tienne Daho,1715724000000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-308199-etienne-daho.html
Th��tre Cin�ma Jean Carmet,Accordz��m,1716588000000, 100,Rock & Pop ,https://www.petit-bulletin.fr/lyon/agenda-291966-accordzeam.html
LDLC Arena,Patrick Bruel,1717711200000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-280443-patrick-bruel.html
Parc des Oiseaux,The Rabeats,1725055200000, 100,Rock & Pop ,https://www.petit-bulletin.fr/lyon/agenda-154185-the-rabeats.html
Parc des Oiseaux,Sofiane Pamart,1725141600000, 100,Classique & Lyrique ,https://www.petit-bulletin.fr/lyon/agenda-287502-sofiane-pamart.html
Parc des Oiseaux,Olivia Ruiz + Cali,1725228000000, 100,Rock & Pop ,https://www.petit-bulletin.fr/lyon/agenda-308126-olivia-ruiz-cali.html
Parc des Oiseaux,Patrick Fiori,1725487200000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-245887-patrick-fiori.html
Parc des Oiseaux,Pascal Obispo,1725573600000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-251960-pascal-obispo.html
Parc des Oiseaux,Francis Cabrel ,1725660000000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-282488-francis-cabrel.html
Parc des Oiseaux,Patrick Bruel,1726005600000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-280443-patrick-bruel.html
Parc des Oiseaux,Eddy de Pretto ,1726264800000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-282503-eddy-de-pretto.html
LDLC Arena,Slimane,1726956000000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-302132-slimane.html
Halle Tony Garnier,I Gotta Feeling,1727560800000, 100,Rock & Pop ,https://www.petit-bulletin.fr/lyon/agenda-308140-i-gotta-feeling.html
Amphith��tre - Salle 3000,Les Choristes,1729461600000, 100,Cin� Concert ,https://www.petit-bulletin.fr/lyon/agenda-308185-les-choristes.html
LDLC Arena,Julien Dor�,1741993200000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-282531-julien-dore.html
L'InterValle,Fatoumata Diawara,1707519600000, 100,Sono Mondiale ,https://www.petit-bulletin.fr/lyon/agenda-263451-fatoumata-diawara.html
Th��tre La Mouche,Dans les bois,1707865200000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-306999-dans-les-bois.html
March� Gare,Lankum,1707951600000, 100,Rock & Pop  / Metal,https://www.petit-bulletin.fr/lyon/agenda-306800-lankum.html
La Balise 46 - MJC Villeurbanne,Lila's project,1707951600000, 100,Jazz ,https://www.petit-bulletin.fr/lyon/agenda-307817-lila-s-project.html
La Balise 46 - MJC Villeurbanne,Thomas Pitiot,1708124400000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-308194-thomas-pitiot.html
Th��tre Cin�ma Jean Carmet,Lumi�res !,1708556400000, 100,Cin� Concert ,https://www.petit-bulletin.fr/lyon/agenda-305514-lumieres.html
Halle Tony Garnier,L'h�ritage Goldman,1709506800000, 100,Chanson ,https://www.petit-bulletin.fr/lyon/agenda-292458-l-heritage-goldman.html
